Ticker,Sector,CUSIP,Related Tickers,Name,Exchange,Ticker Change Date,Last Updated,Industry,SIC,Currency,First Added,Location,Perma Ticker,Fama Industry,Delisted From,Prior Tickers,Is Foreign
HMTA,Financial,"43787N108,43787N900",None,HomeTown Bankshares Corp,OTCMKTS,None,5/15/17,Asset Management,6022,USD,4/18/16,"VIRGINIA, U.S.A",193255,Banking,None,None,N
HMTV,Services,42365Q103,None,"HEMISPHERE MEDIA GROUP, INC.",NASDAQ,None,5/9/17,CATV Systems,4841,USD,10/29/14,"FLORIDA, U.S.A",191599,Communication,None,None,N
HNDI,Basic Materials,259676104,None,HANDENI GOLD INC.,OTCMKTS,None,4/11/17,Copper,1000,USD,11/25/16,"TANZANIA, UNITED REPUBLIC OF",124489,Non-Metallic and Industrial Metal Mining,None,None,N
HNGR,Healthcare,41043F208,HGR,"HANGER, INC.",OTCMKTS,5/12/17,5/12/17,Specialized Health Services,8093,USD,3/18/15,"TEXAS, U.S.A",198811,Healthcare,None,HGR,N
HNH,Industrial Goods,410315105,None,HANDY & HARMAN LTD.,NASDAQ,None,5/2/17,Industrial Equipment & Components,3470,USD,10/11/14,"NEW YORK, U.S.A",199211,Steel Works Etc,None,None,N
HNI,Consumer Goods,404251100,None,HNI CORP,NYSE,None,5/2/17,Business Equipment,2522,USD,9/30/14,"IOWA, U.S.A",199646,Business Supplies,None,None,N
HNNA,Financial,425885100,None,HENNESSY ADVISORS INC,OTCMKTS,None,5/1/17,Asset Management,6282,USD,1/7/15,"CALIFORNIA, U.S.A",195769,Trading,None,None,N
HNRG,Basic Materials,40609P105,None,HALLADOR ENERGY CO,NASDAQ,None,5/8/17,Nonmetallic Mineral Mining,1220,USD,10/13/14,"COLORADO, U.S.A",198509,Coal,None,None,N
HOFD,Financial,43739D307,None,HOMEFED CORP,OTCMKTS,None,5/4/17,Property Management,6500,USD,5/22/15,"CALIFORNIA, U.S.A",198198,Real Estate,None,None,N
HOFT,Consumer Goods,439038100,None,HOOKER FURNITURE CORP,NASDAQ,None,6/8/17,Home Furnishings & Fixtures,2510,USD,3/21/15,"VIRGINIA, U.S.A",196433,Consumer Goods,None,None,N
HOG,Consumer Goods,412822108,None,HARLEY DAVIDSON INC,NYSE,None,5/4/17,Recreational Vehicles,3751,USD,10/8/14,"WISCONSIN, U.S.A",198465,Consumer Goods,None,None,N
HOLX,Healthcare,436440101,None,HOLOGIC INC,NASDAQ,None,5/10/17,Medical Appliances & Equipment,3844,USD,10/8/14,"MASSACHUSETTS, U.S.A",198055,Medical Equipment,None,None,N
HOMB,Financial,"436,893,200,436,893,000",None,HOME BANCSHARES INC,NASDAQ,None,5/9/17,Money Center Banks,6022,USD,11/5/14,"ARKANSAS, U.S.A",194772,Banking,None,None,N
HOME,Services,04650Y100,None,At Home Group Inc.,NASDAQ,None,6/7/17,Home Furnishing Stores,5700,USD,12/3/14,"TEXAS, U.S.A",124783,Retail,None,None,N
HON,Industrial Goods,"438,516,106,438,506,000",ALD,HONEYWELL INTERNATIONAL INC,NYSE,None,4/21/17,Diversified Machinery,3714,USD,10/9/14,"NEW JERSEY, U.S.A",198566,Automobiles and Trucks,None,None,N
HONE,None,41165F101,None,"HarborOne Bancorp, Inc.",NASDAQ,None,5/12/17,None,6022,USD,11/10/16,"MASSACHUSETTS, U.S.A",124700,Banking,None,None,N
HOPE,Financial,"073295107,63080P105,43940T109","NARA,BBCN",HOPE BANCORP INC,NASDAQ,8/9/16,6/7/17,Credit Services,6021,USD,3/19/15,"CALIFORNIA, U.S.A",195923,Banking,None,BBCN,N
HOS,Basic Materials,440543106,None,HORNBECK OFFSHORE SERVICES INC,NYSE,None,5/10/17,Oil & Gas Equipment & Services,4400,USD,10/24/14,"LOUISIANA, U.S.A",195894,Shipping Containers,None,None,N
HOTR,Services,15930P404,None,"Chanticleer Holdings, Inc.",NASDAQ,None,5/26/17,Restaurants,5812,USD,12/16/14,"NORTH CAROLINA, U.S.A",196097,"Restaraunts, Hotels, Motels",None,None,N
HOV,Industrial Goods,"442487203,44248W208",None,HOVNANIAN ENTERPRISES INC,NYSE,None,6/7/17,Residential Construction,1531,USD,4/4/15,"NEW JERSEY, U.S.A",198972,Construction,None,None,N
HP,Basic Materials,423452101,None,"Helmerich & Payne, Inc.",NYSE,None,5/5/17,Oil & Gas Drilling & Exploration,1381,USD,10/3/14,"OKLAHOMA, U.S.A",199653,Coal,None,None,N
HPE,Technology,42824C109,None,Hewlett Packard Enterprise Co,NYSE,None,6/8/17,Computer Based Systems,3570,USD,3/23/16,"CALIFORNIA, U.S.A",165453,Computers,None,None,N
HPHW,Healthcare,"439,104,100,439,104,000",HH,HOOPER HOLMES INC,OTCMKTS,5/16/17,6/16/17,Specialized Health Services,8090,USD,11/16/16,"KANSAS, U.S.A",198703,Healthcare,None,HH,N
HPJ,Conglomerates,43113X101,None,"Highpower International, Inc.",NASDAQ,None,5/10/17,Conglomerates,3690,USD,1/22/15,CHINA,194408,Electrical Equipment,None,None,N
HPP,Financial,444097109,None,"Hudson Pacific Properties, Inc.",NYSE,None,5/6/17,Property Management,6500,USD,1/19/15,"CALIFORNIA, U.S.A",193046,Real Estate,None,None,N
HPPI,Healthcare,202739108,None,"HedgePath Pharmaceuticals, Inc.",OTCMKTS,None,5/8/17,Biotechnology,8731,USD,11/26/16,"FLORIDA, U.S.A",124431,Business Services,None,None,N
HPQ,Technology,"428236103,40434L105",None,HP INC,NYSE,None,6/2/17,Diversified Computer Systems,3570,USD,9/26/14,"CALIFORNIA, U.S.A",199650,Computers,None,None,N
HPT,Financial,44106M102,None,HOSPITALITY PROPERTIES TRUST,NYSE,None,5/10/17,REIT - Retail,6798,USD,10/8/14,"MASSACHUSETTS, U.S.A",197254,Trading,None,None,N
HPTO,Technology,"440,271,104,440,271,000",None,hopTo Inc.,OTCMKTS,None,5/22/17,Technical & System Software,7372,USD,11/25/16,"CALIFORNIA, U.S.A",124498,Business Services,None,None,N
HQY,Technology,42226A107,None,HEALTHEQUITY INC,NASDAQ,None,6/8/17,Business Software & Services,7389,USD,9/8/15,"UTAH, U.S.A",187695,Business Services,None,None,N
HR,Financial,421946104,None,HEALTHCARE REALTY TRUST INC,NYSE,None,5/4/17,REIT - Healthcare Facilities,6798,USD,10/17/14,"TENNESSEE, U.S.A",197644,Trading,None,None,N
HRB,Services,93671105,None,H&R BLOCK INC,NYSE,None,6/16/17,Personal Services,7200,USD,10/10/14,"MISSOURI, U.S.A",199902,Personal Services,None,None,N
HRC,Healthcare,"431,475,102,431,573,000",None,"Hill-Rom Holdings, Inc.",NYSE,None,4/28/17,Medical Instruments & Supplies,3841,USD,9/30/14,"INDIANA, U.S.A",199648,Medical Equipment,None,None,N
HRG,Conglomerates,"41146A106,40434J100,41146A908",ZAP,"HRG GROUP, INC.",NYSE,None,5/6/17,Conglomerates,3690,USD,10/27/16,"NEW YORK, U.S.A",124758,Electrical Equipment,None,None,N
HRI,Services,"42805T105,42704L104","H9B,HTZ",HERC HOLDINGS INC,NYSE,9/25/16,5/9/17,Rental & Leasing Services,7350,USD,10/23/14,"FLORIDA, U.S.A",194459,Business Services,None,HTZ,N
HRL,Consumer Goods,440452100,None,HORMEL FOODS CORP,NYSE,None,6/9/17,Meat Products,2011,USD,9/29/14,"MINNESOTA, U.S.A",199645,Food Products,None,None,N
HRMN,Services,"413,247,206,413,247,000",None,Harmony Merger Corp.,NASDAQ,None,5/15/17,Business Services,6770,USD,4/13/16,"NEW YORK, U.S.A",178047,Trading,None,None,N
HRS,Technology,413875105,None,HARRIS CORP,NYSE,None,5/3/17,Communication Equipment,3812,USD,10/8/14,"FLORIDA, U.S.A",199181,Electronic Equipment,None,None,N
HRTG,Financial,42727J102,None,"Heritage Insurance Holdings, Inc.",NYSE,None,5/9/17,Property & Casualty Insurance,6331,USD,9/21/15,"FLORIDA, U.S.A",187663,Insurance,None,None,N
HRTX,Healthcare,"427746102,00202J203",None,"HERON THERAPEUTICS, INC.",NASDAQ,None,5/10/17,Drug Manufacturers - Other,2834,USD,5/20/15,"CALIFORNIA, U.S.A",198302,Pharmaceutical Products,None,None,N
HRZN,Financial,44045A102,None,Horizon Technology Finance Corp,NASDAQ,None,5/2/17,"Management Investment Offices, Open-En",6722,USD,5/30/15,"CONNECTICUT, U.S.A",192984,Trading,None,None,N
HSC,Basic Materials,415864107,None,HARSCO CORP,NYSE,None,5/3/17,Industrial Metals & Minerals,3440,USD,10/30/14,"PENNSYLVANIA, U.S.A",199663,Construction Materials,None,None,N
HSDT,Healthcare,None,None,"HELIUS MEDICAL TECHNOLOGIES, INC.",OTCMKTS,None,5/16/17,Drug Manufacturers - Major,3845,USD,11/23/16,"PENNSYLVANIA, U.S.A",124529,Medical Equipment,None,None,N
HSGX,Healthcare,43358V109,None,HISTOGENICS CORP,NASDAQ,None,5/19/17,Medical Instruments & Supplies,3842,USD,3/22/16,"MASSACHUSETTS, U.S.A",187439,Medical Equipment,None,None,N
HSIC,Services,806407102,None,HENRY SCHEIN INC,NASDAQ,None,5/9/17,Medical Equipment Wholesale,5047,USD,9/30/14,"NEW YORK, U.S.A",197208,Wholesale,None,None,N
HSII,Services,422819102,None,HEIDRICK & STRUGGLES INTERNATIONAL INC,NASDAQ,None,4/25/17,Staffing & Outsourcing Services,7361,USD,10/23/14,"ILLINOIS, U.S.A",196535,Business Services,None,None,N
HSKA,Healthcare,"42805E306,42805E207",None,HESKA CORP,NASDAQ,None,5/6/17,Drugs - Generic,2836,USD,1/7/15,"COLORADO, U.S.A",196851,Pharmaceutical Products,None,None,N
HSNI,Services,404303109,None,"HSN, Inc.",NASDAQ,None,5/4/17,"Specialty Retail, Other",5940,USD,10/29/14,"FLORIDA, U.S.A",193518,Retail,None,None,N
HSON,Services,443787106,HHGP,"Hudson Global, Inc.",NASDAQ,None,5/5/17,Business Services,7363,USD,1/7/15,"NEW YORK, U.S.A",195464,Business Services,None,None,N
HST,Financial,44107P104,None,"HOST HOTELS & RESORTS, INC.",NYSE,None,5/2/17,REIT - Hotel/Motel,6798,USD,12/19/14,"MARYLAND, U.S.A",196489,Trading,None,None,N
HSTM,Technology,42222N103,None,HEALTHSTREAM INC,NASDAQ,None,5/1/17,Healthcare Information Services,7370,USD,10/23/14,"TENNESSEE, U.S.A",196229,Business Services,None,None,N
HSY,Consumer Goods,"427,866,306,427,866,000",None,HERSHEY CO,NYSE,None,4/28/17,Confectioners,2060,USD,10/14/14,"PENNSYLVANIA, U.S.A",199652,Food Products,None,None,N
HT,Financial,"427,825,104,427,825,000,000,000,000",None,HERSHA HOSPITALITY TRUST,NYSE,None,4/27/17,REIT - Hotel/Motel,6798,USD,1/22/15,"PENNSYLVANIA, U.S.A",196564,Trading,None,None,N
HTA,Financial,"42225P105,42225P501,42225P402,42225P204,42225P303",None,"HEALTHCARE TRUST OF AMERICA, INC.",NYSE,None,4/27/17,REIT - Healthcare Facilities,6798,USD,9/21/15,"ARIZONA, U.S.A",194496,Trading,None,None,N
HTBI,Financial,437872104,None,"HomeTrust Bancshares, Inc.",NASDAQ,None,5/10/17,Regional - Northeast Banks,6035,USD,10/29/14,"NORTH CAROLINA, U.S.A",192058,Banking,None,None,N
HTBK,Financial,426927109,None,HERITAGE COMMERCE CORP,NASDAQ,None,5/6/17,Regional - Pacific Banks,6022,USD,1/14/15,"CALIFORNIA, U.S.A",196673,Banking,None,None,N
HTBX,Healthcare,42237K102,None,"HEAT BIOLOGICS, INC.",NASDAQ,None,5/11/17,Drug Manufacturers - Other,2834,USD,5/25/15,"NORTH CAROLINA, U.S.A",193103,Pharmaceutical Products,None,None,N
HTGC,Financial,427096508,None,"Hercules Capital, Inc.",NYSE,None,5/5/17,Mortgage Investment,6722,USD,9/9/15,"CALIFORNIA, U.S.A",195228,Trading,None,None,N
HTGM,Healthcare,40434H104,None,"HTG MOLECULAR DIAGNOSTICS, INC",NASDAQ,None,5/16/17,Medical Laboratories & Research,3826,USD,4/16/16,"ARIZONA, U.S.A",157172,Measuring and Control Equipment,None,None,N
HTH,Financial,432748101,None,Hilltop Holdings Inc.,NYSE,None,5/10/17,Mortgage Investment,6022,USD,6/12/15,"TEXAS, U.S.A",195321,Banking,None,None,N
HTLD,Services,422347104,None,HEARTLAND EXPRESS INC,NASDAQ,None,5/10/17,Trucking,4213,USD,10/14/14,"IOWA, U.S.A",198429,Shipping Containers,None,None,N
HTLF,Financial,42234Q102,None,HEARTLAND FINANCIAL USA INC,NASDAQ,None,5/6/17,Regional - Southwest  Banks,6022,USD,10/20/14,"IOWA, U.S.A",197470,Banking,None,None,N
HTM,Utilities,"90338S102,90338S201",None,US GEOTHERMAL INC,NYSEMKT,None,5/10/17,Electric Utilities,4911,USD,12/22/14,"IDAHO, U.S.A",195598,Utilities,None,None,N
HTZ,Services,42806J106,None,"HERTZ GLOBAL HOLDINGS, INC",NYSE,None,5/8/17,Rental & Leasing Services,7510,USD,10/2/14,"FLORIDA, U.S.A",124354,Personal Services,None,None,N
HUBB,Technology,"443,510,607,443,510,000,000,000,000","HUB.A,HUB.B",HUBBELL INC,NYSE,None,4/26/17,Diversified Electronics,3670,USD,3/20/15,"CONNECTICUT, U.S.A",199643,Electronic Equipment,None,None,N
HUBG,Services,443320106,None,"Hub Group, Inc.",NASDAQ,None,4/28/17,Air Delivery & Freight Services,4731,USD,10/20/14,"ILLINOIS, U.S.A",197290,Shipping Containers,None,None,N
HUBS,Services,443573100,None,HUBSPOT INC,NYSE,None,5/2/17,Business Services,7372,USD,9/2/15,"MASSACHUSETTS, U.S.A",187405,Business Services,None,None,N
HUM,Healthcare,444859102,None,HUMANA INC,NYSE,None,5/3/17,Health Care Plans,6324,USD,9/24/14,"KENTUCKY, U.S.A",199642,Insurance,None,None,N
HUN,Basic Materials,447011107,HTR,Huntsman CORP,NYSE,None,4/26/17,Chemicals - Major Diversified,2800,USD,9/2/15,"TEXAS, U.S.A",194989,Chemicals,None,None,N
HURC,Technology,"44,732,410,447,324,100",None,HURCO COMPANIES INC,NASDAQ,None,6/2/17,Scientific & Technical Instruments,3823,USD,10/11/14,"INDIANA, U.S.A",199104,Measuring and Control Equipment,None,None,N
HURN,Technology,447462102,None,Huron Consulting Group Inc.,NASDAQ,None,5/1/17,Application Software,8742,USD,1/7/15,"ILLINOIS, U.S.A",195125,Business Services,None,None,N
HUSA,Basic Materials,44183U100,None,HOUSTON AMERICAN ENERGY CORP,NYSEMKT,None,5/12/17,Independent Oil & Gas,1311,USD,12/2/14,"TEXAS, U.S.A",195762,Coal,None,None,N
HVT,Services,"419,596,101,419,596,000",None,HAVERTY FURNITURE COMPANIES INC,NYSE,None,5/4/17,Home Furnishing Stores,5712,USD,3/25/15,"GEORGIA, U.S.A",199171,Retail,None,None,N
HWBK,Financial,"420,476,103,301,309,000",EXJF,"HAWTHORN BANCSHARES, INC.",NASDAQ,None,6/13/17,Credit Services,6021,USD,3/30/15,"MISSOURI, U.S.A",197713,Banking,None,None,N
HWCC,Services,44244K109,None,Houston Wire & Cable CO,NASDAQ,None,5/10/17,Industrial Equipment Wholesale,5063,USD,10/27/14,"TEXAS, U.S.A",194533,Wholesale,None,None,N
HWKN,Industrial Goods,420261109,None,HAWKINS INC,NASDAQ,None,6/1/17,Specialty Chemicals,5160,USD,10/10/14,"MINNESOTA, U.S.A",199656,Wholesale,None,None,N
HXL,Industrial Goods,428291108,None,HEXCEL CORP,NYSE,None,4/19/17,Aerospace/Defense Products & Services,2821,USD,10/1/14,"CONNECTICUT, U.S.A",198857,Chemicals,None,None,N
HY,Industrial Goods,"449,172,105,449,172,000,000,000,000",None,"HYSTER-YALE MATERIALS HANDLING, INC.",NYSE,None,5/2/17,Trucks & Other Vehicles,3537,USD,5/27/15,"OHIO, U.S.A",195582,Automobiles and Trucks,None,None,N
HYH,Healthcare,40650V100,None,"Halyard Health, Inc.",NYSE,None,5/2/17,Medical Instruments & Supplies,3842,USD,3/19/15,"GEORGIA, U.S.A",187934,Medical Equipment,None,None,N
HZN,Industrial Goods,44052W104,None,Horizon Global Corp,NYSE,None,5/5/17,Auto Parts,3714,USD,3/22/16,"MICHIGAN, U.S.A",165473,Automobiles and Trucks,None,None,N
HZNP,Healthcare,"44047T109,G4617B105",None,Horizon Pharma plc,NASDAQ,None,5/26/17,Drugs - Generic,2834,USD,1/22/15,IRELAND,192878,Pharmaceutical Products,None,None,N
HZO,Services,567908108,None,MARINEMAX INC,NYSE,None,5/2/17,"Specialty Retail, Other",5531,USD,10/22/14,"FLORIDA, U.S.A",196636,Retail,None,None,N
IAC,Technology,"44919P508,44919P102,44919P300",IACI,IAC/INTERACTIVECORP,NASDAQ,3/2/16,5/8/17,Internet Information Providers,5990,USD,10/1/14,"NEW YORK, U.S.A",197736,Retail,None,IACI,N
IAIC,Services,456696103,None,INFORMATION ANALYSIS INC,OTCMKTS,None,5/11/17,Business Services,7372,USD,4/18/16,"VIRGINIA, U.S.A",198405,Business Services,None,None,N
IART,Healthcare,"457,985,208,457,985,000",None,INTEGRA LIFESCIENCES HOLDINGS CORP,NASDAQ,None,4/26/17,Medical Instruments & Supplies,3826,USD,10/20/14,"NEW JERSEY, U.S.A",197497,Measuring and Control Equipment,None,None,N
IBCP,Financial,"453,838,104,453,838,000",None,INDEPENDENT BANK CORP,NASDAQ,None,5/3/17,Asset Management,6022,USD,1/7/15,"MICHIGAN, U.S.A",199697,Banking,None,None,N
IBIO,Healthcare,451033104,None,"iBio, Inc.",NYSEMKT,None,5/15/17,Drug Manufacturers - Other,2834,USD,12/11/15,"DELAWARE, U.S.A",193695,Pharmaceutical Products,None,None,N
IBKC,Financial,450828108,None,IBERIABANK CORP,NASDAQ,None,5/6/17,Regional - Southeast Banks,6022,USD,10/20/14,"LOUISIANA, U.S.A",197326,Banking,None,None,N
IBKR,Financial,45841N107,None,"Interactive Brokers Group, Inc.",NASDAQ,None,5/9/17,Investment Brokerage - National,6211,USD,10/6/14,"CONNECTICUT, U.S.A",194245,Trading,None,None,N
IBM,Technology,459200101,None,INTERNATIONAL BUSINESS MACHINES CORP,NYSE,None,4/25/17,Information Technology Services,3570,USD,9/25/14,"NEW YORK, U.S.A",199623,Computers,None,None,N
IBOC,Financial,459044103,None,INTERNATIONAL BANCSHARES CORP,NASDAQ,None,5/8/17,Regional - Southwest  Banks,6022,USD,3/20/15,"TEXAS, U.S.A",199101,Banking,None,None,N
IBP,Consumer Goods,45780R101,None,"Installed Building Products, Inc.",NYSE,None,5/8/17,Home Furnishings & Fixtures,1520,USD,9/10/15,"OHIO, U.S.A",185913,Construction,None,None,N
IBTGF,Industrial Goods,458968104,IBH,INTERNATIONAL BARRIER TECHNOLOGY INC,OTCMKTS,None,5/15/17,Specialty Chemicals,2890,USD,11/19/16,"MINNESOTA, U.S.A",124589,Chemicals,None,None,N
IBTX,Financial,45384B106,None,"Independent Bank Group, Inc.",NASDAQ,None,4/27/17,Regional - Southeast Banks,6022,USD,10/29/14,"TEXAS, U.S.A",191639,Banking,None,None,N
ICAD,Industrial Goods,"44934S206,44934S107",None,ICAD INC,NASDAQ,None,5/11/17,Diversified Machinery,3841,USD,10/31/14,"NEW HAMPSHIRE, U.S.A",198664,Medical Equipment,None,None,N
ICBK,Financial,221907108,None,"County Bancorp, Inc.",NASDAQ,None,5/9/17,Asset Management,6022,USD,4/13/16,"WISCONSIN, U.S.A",187870,Banking,None,None,N
ICCC,Healthcare,452525306,None,IMMUCELL CORP,NASDAQ,None,5/11/17,Biotechnology,2835,USD,1/7/15,"MAINE, U.S.A",198360,Pharmaceutical Products,None,None,N
ICCH,None,44931Q104,None,"ICC Holdings, Inc.",NASDAQ,None,5/16/17,None,6331,USD,5/16/17,"ILLINOIS, U.S.A",124155,Insurance,None,None,N
ICD,Services,453415309,None,"Independence Contract Drilling, Inc.",NYSE,None,4/27/17,Business Services,1381,USD,9/14/15,"TEXAS, U.S.A",187571,Coal,None,None,N
ICE,Financial,45865V100,None,"Intercontinental Exchange, Inc.",NYSE,None,5/3/17,Asset Management,6200,USD,10/9/14,"GEORGIA, U.S.A",191531,Trading,None,None,N
ICFI,Services,44925C103,None,"ICF International, Inc.",NASDAQ,None,5/6/17,Management Services,8742,USD,10/27/14,"VIRGINIA, U.S.A",194482,Business Services,None,None,N
ICHR,None,G4740B105,None,"ICHOR HOLDINGS, LTD.",NASDAQ,None,5/12/17,None,3674,USD,3/28/17,"CALIFORNIA, U.S.A",124290,Electronic Equipment,None,None,N
ICLD,Services,458488202,None,"INTERCLOUD SYSTEMS, INC.",NASDAQ,None,5/12/17,Business Services,7389,USD,6/18/16,"NEW JERSEY, U.S.A",195921,Business Services,None,None,N
ICON,Consumer Goods,451055107,None,"ICONIX BRAND GROUP, INC.",NASDAQ,None,5/10/17,Textile - Apparel Footwear & Accessories,3140,USD,10/15/14,"NEW YORK, U.S.A",198071,Consumer Goods,None,None,N
ICPT,Healthcare,45845P108,None,INTERCEPT PHARMACEUTICALS INC,NASDAQ,None,5/10/17,Drug Manufacturers - Major,2834,USD,4/3/15,"NEW YORK, U.S.A",195295,Pharmaceutical Products,None,None,N
ICPW,Industrial Goods,463013102,None,IRONCLAD PERFORMANCE WEAR CORP,OTCMKTS,None,5/15/17,Metal Fabrication,5090,USD,4/18/16,"TEXAS, U.S.A",195033,Wholesale,None,None,N
ICUI,Industrial Goods,44930G107,None,ICU MEDICAL INC,NASDAQ,None,5/12/17,Diversified Machinery,3841,USD,1/7/15,"CALIFORNIA, U.S.A",197836,Medical Equipment,None,None,N
IDA,Utilities,451107106,None,IDACORP INC,NYSE,None,5/4/17,Electric Utilities,4911,USD,12/10/14,"IDAHO, U.S.A",196627,Utilities,None,None,N
IDCC,Technology,"45867G101,45866A105",None,"InterDigital, Inc.",NASDAQ,None,4/27/17,Wireless Communications,6794,USD,10/1/14,"DELAWARE, U.S.A",193922,Trading,None,None,N
IDN,Services,"45817G102,45817G201",None,"Intellicheck, Inc.",NYSEMKT,None,6/3/17,Business Services,7372,USD,12/22/14,"NEW YORK, U.S.A",196820,Business Services,None,None,N
IDRA,Healthcare,45168K306,None,"IDERA PHARMACEUTICALS, INC.",NASDAQ,None,5/6/17,Drugs - Generic,2836,USD,12/2/14,"MASSACHUSETTS, U.S.A",198042,Pharmaceutical Products,None,None,N
IDSA,Industrial Goods,456314103,None,INDUSTRIAL SERVICES OF AMERICA INC,NASDAQ,None,5/12/17,Waste Management,4950,USD,12/4/14,"KENTUCKY, U.S.A",199978,Almost Nothing,None,None,N
IDSY,Technology,449489103,None,ID SYSTEMS INC,NASDAQ,None,5/12/17,Communication Equipment,3669,USD,4/14/15,"NEW JERSEY, U.S.A",199638,Electronic Equipment,None,None,N
IDT,Technology,"448,947,507,448,947,000",None,IDT CORP,NYSE,None,6/9/17,Diversified Communication Services,4813,USD,4/5/15,"NEW JERSEY, U.S.A",197129,Communication,None,None,N
IDTI,Technology,458118106,None,INTEGRATED DEVICE TECHNOLOGY INC,NASDAQ,None,5/19/17,Semiconductor - Broad Line,3674,USD,9/30/14,"CALIFORNIA, U.S.A",198945,Electronic Equipment,None,None,N
IDXG,Services,"69329V100,46062X105,46062X204",PDII,"Interpace Diagnostics Group, Inc.",NASDAQ,1/21/16,5/12/17,Business Services,3841,USD,1/5/15,"NEW JERSEY, U.S.A",196662,Medical Equipment,None,PDII,N
IDXX,Healthcare,45168D104,None,IDEXX LABORATORIES INC,NASDAQ,None,4/28/17,Diagnostic Substances,2835,USD,9/30/14,"MAINE, U.S.A",197942,Pharmaceutical Products,None,None,N
IEBS,Financial,4.53E+111,None,"Independence Bancshares, Inc.",OTCMKTS,None,5/7/17,Credit Services,6021,USD,4/18/16,"SOUTH CAROLINA, U.S.A",194946,Banking,None,None,N
IEC,Technology,44949L105,None,IEC ELECTRONICS CORP,NYSEMKT,None,5/11/17,Printed Circuit Boards,3672,USD,10/31/14,"NEW YORK, U.S.A",199636,Electronic Equipment,None,None,N
IEGH,Financial,None,IEGHD,IEG Holdings Corp,OTCMKTS,None,5/2/17,Credit Services,6141,USD,11/1/16,"NEVADA, U.S.A",124720,Banking,None,None,N
IEHC,Technology,44949K107,IEH,IEH CORPORATION,OTCMKTS,None,2/27/17,Diversified Electronics,3678,USD,5/20/15,"NEW YORK, U.S.A",199630,Electronic Equipment,None,None,N
IEP,Conglomerates,"451,100,101,029,169,000",None,ICAHN ENTERPRISES L.P.,NASDAQ,None,5/9/17,Conglomerates,3714,USD,10/28/16,"NEW YORK, U.S.A",124754,Automobiles and Trucks,None,None,N
IESC,Industrial Goods,"45811E301,44951W106",IES,"IES Holdings, Inc.",NASDAQ,None,5/5/17,General Contractors,1731,USD,1/7/15,"TEXAS, U.S.A",196725,Construction,None,None,N
IEX,Industrial Goods,45167R104,None,IDEX CORP,NYSE,None,4/26/17,Diversified Machinery,3561,USD,10/8/14,"ILLINOIS, U.S.A",198207,Machinery,None,None,N
IFF,Industrial Goods,459506101,None,INTERNATIONAL FLAVORS & FRAGRANCES INC,NYSE,None,5/8/17,Specialty Chemicals,2860,USD,9/24/14,"NEW YORK, U.S.A",199622,Chemicals,None,None,N
IFON,Services,456784107,None,INFOSONICS Corp,NASDAQ,None,5/12/17,Electronics Wholesale,5065,USD,4/20/17,"CALIFORNIA, U.S.A",124226,Wholesale,None,None,N
IFUE,Basic Materials,"45953X208,35954A109",None,"FUEL PERFORMANCE SOLUTIONS, INC.",OTCMKTS,None,3/5/17,Independent Oil & Gas,2911,USD,12/10/15,"MISSOURI, U.S.A",188997,Coal,None,None,N
IGC,Basic Materials,"45408X308,45408X100",None,"India Globalization Capital, Inc.",NYSEMKT,None,2/21/17,Copper,5065,USD,3/20/15,"MARYLAND, U.S.A",194827,Wholesale,None,None,N
IGXT,Healthcare,45822R101,None,IntelGenx Technologies Corp.,OTCMKTS,None,5/11/17,Drug Manufacturers - Other,2834,USD,4/18/16,"QUEBEC, CANADA",196187,Pharmaceutical Products,None,None,N
IHC,Financial,453440307,None,INDEPENDENCE HOLDING CO,NYSE,None,6/16/17,Asset Management,6311,USD,9/17/15,"CONNECTICUT, U.S.A",198954,Insurance,None,None,N
IHRC,Financial,461556102,None,Investors Heritage Capital Corp,OTCMKTS,None,5/12/17,Asset Management,6311,USD,4/18/16,"KENTUCKY, U.S.A",199598,Insurance,None,None,N
IHT,Financial,457919108,None,INNSUITES HOSPITALITY TRUST,NYSEMKT,None,6/13/17,REIT - Diversified,6798,USD,12/22/14,"ARIZONA, U.S.A",199396,Trading,None,None,N
III,Technology,45675Y104,None,Information Services Group Inc.,NASDAQ,None,5/9/17,Application Software,8742,USD,5/28/15,"CONNECTICUT, U.S.A",194365,Business Services,None,None,N
IIIN,Basic Materials,"045774W10,45774W108",None,INSTEEL INDUSTRIES INC,NASDAQ,None,4/20/17,Steel & Iron,3310,USD,10/13/14,"NORTH CAROLINA, U.S.A",198614,Steel Works Etc,None,None,N
IIN,Industrial Goods,46121H109,None,INTRICON CORP,NASDAQ,None,5/15/17,Diversified Machinery,3670,USD,4/4/15,"MINNESOTA, U.S.A",199364,Electronic Equipment,None,None,N
IINX,Consumer Goods,None,"CPJTD,CPJT","IONIX TECHNOLOGY, INC.",OTCMKTS,None,5/22/17,Textile - Apparel Clothing,3841,USD,3/24/17,"NEVADA, U.S.A",124304,Medical Equipment,None,None,N
IIPR,None,45781V101,None,INNOVATIVE INDUSTRIAL PROPERTIES INC,NYSE,None,5/15/17,None,6500,USD,5/15/17,"CALIFORNIA, U.S.A",124166,Real Estate,None,None,N
IIVI,Technology,902104108,None,II-VI INC,NASDAQ,None,5/2/17,Scientific & Technical Instruments,3827,USD,10/14/14,"PENNSYLVANIA, U.S.A",198289,Measuring and Control Equipment,None,None,N
